ResponseId,conversation_id,survey_time,conv_time,time_diff_seconds,time_diff_minutes,time_diff_hours,UserID,MatchMethod,match_confidence
R_8eFvjN6kbfuGmwz,6748609d-6294-8007-8fbf-e4d175374104,1732760700.0,1732796573.54373,35873.54373002052,597.8923955003421,9.964873258339034,28112024_0225_Generated,OptimalTimestamp,90.03512674166096
R_8Dbxi4w1mbXIcN0,674860b4-2380-8008-afed-44c8bea888d2,1732760700.0,1732796596.292043,35896.29204297066,598.2715340495109,9.971192234158515,28112024_0225_Generated,OptimalTimestamp,90.02880776584149
R_8Wai7DpJtvLPrNf,674860f8-0e94-8010-89d3-593f9d906f5f,1732760700.0,1732796664.253437,35964.253437042236,599.4042239507039,9.990070399178398,28112024_0225_Generated,OptimalTimestamp,90.00992960082161
R_2EsdNhwmGwStrCA,67486110-e1e0-8012-a588-e06edc3812fd,1732760700.0,1732796689.141545,35989.1415450573,599.8190257509549,9.996983762515915,28112024_0225_Generated,OptimalTimestamp,90.00301623748409
R_8qkylSKLZxexxeN,6748612d-c46c-8008-9a1e-0269d57a4fb1,1732760700.0,1732796717.980413,36017.98041296005,600.2996735493342,10.00499455915557,28112024_0225_Generated,OptimalTimestamp,89.99500544084444
R_8qCzIIjxOTtrWA4,6748614a-0b18-800c-bf63-bc944421acf4,1732760700.0,1732796746.240263,36046.24026298523,600.7706710497538,10.012844517495896,28112024_0225_Generated,OptimalTimestamp,89.98715548250411
R_8kmEQqPKqtEcKgj,67486167-eb50-8012-87b0-b6efa6917ac2,1732760700.0,1732796776.20983,36076.2098300457,601.270163834095,10.021169397234917,28112024_0225_Generated,OptimalTimestamp,89.97883060276509
R_8ea29M7H225WKEs,674861b0-3b10-8007-b71d-5cc92f8a90f9,1732760700.0,1732796848.452823,36148.45282292366,602.4742137153943,10.041236895256572,28112024_0225_Generated,OptimalTimestamp,89.95876310474343
R_8IhOeYeqrVgfCVl,67486246-f4a4-8008-b99e-4ba7578e3710,1732762620.0,1732796999.252502,34379.25250196457,572.9875416994095,9.549792361656825,28112024_0257_Generated,OptimalTimestamp,90.45020763834317
R_8LrB4g4Fpe3OUFz,67486288-3f38-8013-bd0c-101cc1692241,1732762620.0,1732797064.548313,34444.54831290245,574.0758052150409,9.567930086917347,28112024_0257_Generated,OptimalTimestamp,90.43206991308266
R_8ffOman88fYnoXb,6748628a-b840-8008-9a30-c50cd377cdb2,1732762620.0,1732797067.031479,34447.031478881836,574.1171913146973,9.568619855244954,28112024_0257_Generated,OptimalTimestamp,90.43138014475505
R_28af9XybaRsflvj,67486389-79f8-8005-88b4-ab4922b5cb23,1732762620.0,1732797321.707602,34701.70760202408,578.361793367068,9.639363222784466,28112024_0257_Generated,OptimalTimestamp,90.36063677721553
R_2YrX7B6LLgDiXaH,67486406-1674-8009-8962-1cf4e5beddc6,1732762620.0,1732797446.511191,34826.511190891266,580.4418531815211,9.674030886358684,28112024_0257_Generated,OptimalTimestamp,90.32596911364132
R_2v1mbKKpTkG0Z0Z,674da26a-cec8-8008-85a4-ebe6eeff4476,1732762620.0,1733141099.675861,378479.6758608818,6307.994597681363,105.1332432946894,28112024_0257_Generated,OptimalTimestamp,0.0
R_8i8xRKC1xV0RVTa,674da33b-b034-8012-8dd7-b7cd9fb964e4,1732762620.0,1733141308.003455,378688.00345492363,6311.466724248728,105.19111207081212,28112024_0257_Generated,OptimalTimestamp,0.0
R_8w129IY0S3mU0IF,674da459-1424-8005-b712-9a1b27814535,1732762620.0,1733141593.269803,378973.2698030472,6316.22116338412,105.27035272306865,28112024_0257_Generated,OptimalTimestamp,0.0
R_8v7Z7xFIRB5pnoZ,674da4e4-ee00-8009-9d26-98c351663e12,1732762620.0,1733141733.37054,379113.37053990364,6318.55617566506,105.30926959441767,28112024_0257_Generated,OptimalTimestamp,0.0
R_8U4OqbqDVvcun6h,674da537-9f4c-800c-b24f-cfd7b30fc34e,1732762620.0,1733141815.845211,379195.84521102905,6319.930753517151,105.33217922528584,28112024_0257_Generated,OptimalTimestamp,0.0
R_8Dx7CNlyg18staN,674da571-906c-8010-9401-3ca592632661,1732762620.0,1733141873.676369,379253.6763689518,6320.894606149197,105.34824343581994,28112024_0257_Generated,OptimalTimestamp,0.0
R_8erc40ZIIJPGJBb,674da5a6-cecc-8012-88a0-2c75e7e618fe,1732762620.0,1733141927.044643,379307.04464292526,6321.784077382088,105.36306795636813,28112024_0257_Generated,OptimalTimestamp,0.0
R_2GqfBa8EVb5RwCR,674da5ba-4754-800d-8728-6a712f5ba880,1732762620.0,1733141946.589546,379326.5895459652,6322.109825766087,105.36849709610145,28112024_0257_Generated,OptimalTimestamp,0.0
R_8E0sByifjmJ043l,674da5cb-66fc-8008-9c4d-268c78383d03,1732762620.0,1733141963.764685,379343.76468491554,6322.396078081926,105.3732679680321,28112024_0257_Generated,OptimalTimestamp,0.0
R_8PRIzzoVIIOh3EZ,674da5cb-aa6c-8005-9570-baef5e4d7f23,1732762620.0,1733141966.443591,379346.44359111786,6322.440726518631,105.37401210864385,28112024_0257_Generated,OptimalTimestamp,0.0
R_8NDEaq6fAHLkaWf,674da5d4-4be8-8008-8dad-c3881fa4cd6c,1732762620.0,1733141972.476677,379352.4766769409,6322.541277949015,105.37568796581692,28112024_0257_Generated,OptimalTimestamp,0.0
R_8hRQ1S7N9rhY5ev,674da5ff-c5e0-8007-b3c9-5faf7fdd3d94,1732766400.0,1733142016.019932,375616.01993203163,6260.266998867194,104.33778331445323,28112024_0400_Generated,OptimalTimestamp,0.0
R_2htMpcciGwfEJ0O,674da633-b3d4-8012-ae50-723c2ee5dc26,1732766400.0,1733142067.928456,375667.92845606804,6261.132140934467,104.3522023489078,28112024_0400_Generated,OptimalTimestamp,0.0
R_2LXNfTdzI1qkRKp,674da63b-5af4-800e-8caa-863c771b0472,1732769940.0,1733142075.664779,372135.66477894783,6202.261079649131,103.37101799415217,28112024_0459_Generated,OptimalTimestamp,0.0
R_2qnnHd3C995YD1D,674da6bc-454c-8008-8335-b38c2f28eb29,1732769940.0,1733142204.454092,372264.45409202576,6204.4075682004295,103.4067928033405,28112024_0459_Generated,OptimalTimestamp,0.0
R_81MDAtRBFJv8Q3U,674da79b-5fe8-8005-a7f5-8d3fca641afe,1732769940.0,1733142428.162461,372488.1624610424,6208.136041017374,103.46893401695623,28112024_0459_Generated,OptimalTimestamp,0.0
R_2XigCBgFKhjZpsZ,674da7bf-9a08-8002-8554-d288839a3385,1732770000.0,1733142463.776413,372463.77641296387,6207.729606882731,103.46216011471219,28112024_0500_Generated,OptimalTimestamp,0.0
R_8QFMPfV7dJ2oMeM,674da9f5-1754-8007-957e-8d3e9ec67d30,1732770000.0,1733143029.71393,373029.7139298916,6217.161898831527,103.61936498052545,28112024_0500_Generated,OptimalTimestamp,0.0
R_81h5GKDmEdrx0GJ,674ed886-f6f0-8008-b44b-bf331b817fa5,1732770000.0,1733220487.268395,450487.26839494705,7508.121139915785,125.13535233192974,28112024_0500_Generated,OptimalTimestamp,0.0
R_2ZjfFtiqQ7IgVGx,674ed8e6-dbf0-8005-9f2e-27ae1184720c,1732770000.0,1733220583.186397,450583.18639707565,7509.719773284594,125.16199622140991,28112024_0500_Generated,OptimalTimestamp,0.0
R_20CxBqgqJ59Eu3d,674eda4e-41c0-8010-9583-36e64d4c1fba,1732770000.0,1733220942.69296,450942.6929600239,7515.711549333731,125.26185915556219,28112024_0500_Generated,OptimalTimestamp,0.0
R_8l8rj2ZfctcRxS1,674eda77-ed70-8009-a559-1b3a655d0301,1732770000.0,1733220984.378766,450984.3787660599,7516.4063127676645,125.27343854612775,28112024_0500_Generated,OptimalTimestamp,0.0
R_8OZracgEpS49sLU,674edb41-d378-8007-ac81-d6774480d5cf,1732770000.0,1733221186.265535,451186.2655351162,7519.771092251936,125.32951820419895,28112024_0500_Generated,OptimalTimestamp,0.0
R_8DfAtmXCuZTtuMh,674edbbd-c50c-800c-93d2-6047f2e34241,1732770000.0,1733221310.088174,451310.0881741047,7521.834802901745,125.36391338169575,28112024_0500_Generated,OptimalTimestamp,0.0
R_8D5KwPx5XPc9GYQ,674edc3d-4408-8002-b94c-6d32a573741d,1732770000.0,1733221437.500822,451437.50082206726,7523.958347034454,125.39930578390758,28112024_0500_Generated,OptimalTimestamp,0.0
R_277rwFq7rk8deCB,674edc43-cd40-8005-a9b1-8059d74b6ddd,1732770000.0,1733221444.042857,451444.0428569317,7524.067380948862,125.40112301581436,28112024_0500_Generated,OptimalTimestamp,0.0
R_8OrTyyQxUapiN2h,674edc43-f8e4-8008-b438-490d4fc62013,1732770000.0,1733221444.27124,451444.27123999596,7524.071187333266,125.40118645555444,28112024_0500_Generated,OptimalTimestamp,0.0
R_2s1tFz3SFNk5sIG,674edc52-4ba8-8007-b07d-e55d177bea8b,1732770000.0,1733221458.58394,451458.58394002914,7524.309732333819,125.40516220556366,28112024_0500_Generated,OptimalTimestamp,0.0
R_2Hwyebe3i3gTbrC,674edca8-7b48-800c-8a6a-03f593c1306a,1732770000.0,1733221544.761522,451544.7615220547,7525.746025367578,125.42910042279297,28112024_0500_Generated,OptimalTimestamp,0.0
R_2QLMZo8ihSAYAbl,674edca9-116c-8008-9edf-d11899a125ae,1732770000.0,1733221545.364851,451545.3648509979,7525.756080849966,125.42926801416608,28112024_0500_Generated,OptimalTimestamp,0.0
R_84CtwNacDxM9twD,674edcce-a6e4-8005-a6a2-e9755d883f79,1732770300.0,1733221583.132548,451283.1325480938,7521.38554246823,125.35642570780384,28112024_0505_Generated,OptimalTimestamp,0.0
R_2zNpXqyudCh2xpK,674edd59-9780-8008-9b59-8816b3d6a405,1732770360.0,1733221721.771127,451361.77112698555,7522.6961854497595,125.37826975749599,28112024_0506_Generated,OptimalTimestamp,0.0
R_2pWcpDrHA4jyEmY,674edd72-9bdc-8012-b93f-b767dfbcb716,1732770360.0,1733221746.813197,451386.8131968975,7523.113553281625,125.38522588802708,28112024_0506_Generated,OptimalTimestamp,0.0
R_8IYEZd0vJC0vCU8,674eddfa-88ec-8013-b8d0-1bd24cee2b97,1732770360.0,1733221883.537607,451523.5376069546,7525.392293449243,125.42320489082071,28112024_0506_Generated,OptimalTimestamp,0.0
R_8gjtu8K99bXRioh,674ede81-777c-8012-824a-284bd8fe1241,1732770600.0,1733222017.800261,451417.80026102066,7523.630004350344,125.39383340583908,28112024_0510_Generated,OptimalTimestamp,0.0
R_8Xocl1OV48ti437,674edfb6-5fb0-8008-8eee-11206b6ba9b7,1733112540.0,1733222326.681022,109786.68102192879,1829.7780170321464,30.496300283869108,02122024_0409_Generated,OptimalTimestamp,69.5036997161309
R_886igvX39wE2QiR,674ee98f-66c4-8009-b156-601409bef13c,1733112540.0,1733224847.63165,112307.63164997101,1871.7938608328502,31.19656434721417,02122024_0409_Generated,OptimalTimestamp,68.80343565278582
R_8H6XQZXyAaJEE6J,674eec02-1014-8007-b9ee-05fc065bbee2,1733112540.0,1733225474.333182,112934.33318209648,1882.2388863682747,31.37064810613791,02122024_0409_Generated,OptimalTimestamp,68.6293518938621
R_8fkfvwK2fjVzQKh,674eec7e-6a48-8012-ac21-eca6682b8b07,1733112540.0,1733225598.689259,113058.68925905228,1884.3114876508712,31.405191460847856,02122024_0409_Generated,OptimalTimestamp,68.59480853915214
R_2djYqncKQ1NPSql,674eecb4-944c-800e-999a-691db58c1d1e,1733112540.0,1733225652.843984,113112.84398388863,1885.2140663981438,31.420234439969065,02122024_0409_Generated,OptimalTimestamp,68.57976556003094
R_2KrQaF7qexPxzMF,674eece7-2d0c-8008-befd-ccb8fea31a4f,1733112540.0,1733225703.994823,113163.99482297897,1886.066580382983,31.43444300638305,02122024_0409_Generated,OptimalTimestamp,68.56555699361695
R_8wzgmOo7PR5whW8,674eed23-0ef8-800d-b2a9-0457eef9f9c7,1733112540.0,1733225763.563834,113223.56383395195,1887.0593972325325,31.450989953875542,02122024_0409_Generated,OptimalTimestamp,68.54901004612447
R_8G1eecQHGlKadmP,674eed2c-3014-8005-bb36-5940bcaee158,1733112540.0,1733225773.763895,113233.76389503479,1887.2293982505798,31.453823304176332,02122024_0409_Generated,OptimalTimestamp,68.54617669582368
R_2gzI0KuYqLGPkOj,674eed44-ec0c-8005-877d-d9f1169339b8,1733112540.0,1733225797.251123,113257.25112295151,1887.6208520491919,31.460347534153197,02122024_0409_Generated,OptimalTimestamp,68.5396524658468
R_8diye1R5UeA6slb,674eed5d-c0a8-8013-8c85-637b49e17a57,1733112540.0,1733225822.618015,113282.61801505089,1888.0436335841814,31.46739389306969,02122024_0409_Generated,OptimalTimestamp,68.5326061069303
R_8ySWQdIkGNZljMt,674eedb3-e298-8012-8120-a79c53300be4,1733112540.0,1733225908.168408,113368.16840791702,1889.4694734652837,31.49115789108806,02122024_0409_Generated,OptimalTimestamp,68.50884210891194
R_2GddBaeyTfQjALo,674eeddd-dd34-8008-8d39-e4af2fecf018,1733112540.0,1733225950.175871,113410.17587089539,1890.1695978482564,31.502826630804275,02122024_0409_Generated,OptimalTimestamp,68.49717336919572
R_2VR8VDGEkYmej5R,674eedec-063c-8009-bd78-c0adc0d37838,1733112540.0,1733225964.262338,113424.26233792305,1890.4043722987176,31.506739538311958,02122024_0409_Generated,OptimalTimestamp,68.49326046168804
R_2qfFvfpxeUcrT20,674eedff-1a40-800c-98e5-748c78019cd8,1733112540.0,1733225983.432129,113443.43212890625,1890.7238688151042,31.512064480251738,02122024_0409_Generated,OptimalTimestamp,68.48793551974826
R_8RwZHTn8RQOXmtH,674eee23-076c-8010-b208-c81bf28ab968,1733112540.0,1733226019.340545,113479.34054493904,1891.3223424156506,31.522039040260843,02122024_0409_Generated,OptimalTimestamp,68.47796095973916
R_2H1PJKPL5hueF5Z,674eee5a-d384-8012-95e7-0c81e2daa453,1733112540.0,1733226075.157707,113535.15770697594,1892.252628449599,31.537543807493314,02122024_0409_Generated,OptimalTimestamp,68.46245619250669
R_8CFxANC85q5otax,674eee5c-0dd0-800c-a4db-cdf6726d09e1,1733112600.0,1733226076.290694,113476.29069399834,1891.271511566639,31.52119185944398,02122024_0410_Generated,OptimalTimestamp,68.47880814055603
R_8l4wamITs56Z31X,674eeee2-6174-8008-ae85-8bcfd31d8b17,1733112600.0,1733226210.58114,113610.58114004135,1893.5096856673558,31.5584947611226,02122024_0410_Generated,OptimalTimestamp,68.4415052388774
R_8EiQBhFFtzeUVYX,674eeef3-f4fc-8007-a164-373289bb2bd1,1733112600.0,1733226228.234544,113628.23454403877,1893.8039090673128,31.563398484455213,02122024_0410_Generated,OptimalTimestamp,68.4366015155448
R_2IQpl4XWeCCizE0,674eef4d-6888-8008-857f-941cb97d577a,1733112600.0,1733226318.184048,113718.1840479374,1895.3030674656231,31.588384457760387,02122024_0410_Generated,OptimalTimestamp,68.41161554223962
R_26LIfacJte64Zyx,674eefef-99c0-8002-b28c-6d1acc07e608,1733112600.0,1733226479.907213,113879.90721297264,1897.998453549544,31.633307559159068,02122024_0410_Generated,OptimalTimestamp,68.36669244084094
R_8nVQtW7WN4z0eP0,674ef11a-ec08-8005-ba47-c32a2918994c,1733112660.0,1733226779.202898,114119.20289802551,1901.986714967092,31.699778582784866,02122024_0411_Generated,OptimalTimestamp,68.30022141721514
R_8074joer8GcAWxD,674efdb5-9978-8007-bbc0-abfc0b195656,1733112720.0,1733230006.45547,117286.45547008514,1954.7742578347525,32.57957096391254,02122024_0412_Generated,OptimalTimestamp,67.42042903608746
R_87VUvGxjk4fDIkx,674efdd0-5c64-8009-ba48-72d79c894da9,1733112900.0,1733230032.774108,117132.77410793304,1952.212901798884,32.53688169664807,02122024_0415_Generated,OptimalTimestamp,67.46311830335193
R_2rOM9wY7Br7zc11,674efdda-6028-8008-af5e-2be83ad87939,1733122680.0,1733230042.605212,107362.60521197319,1789.3767535328866,29.822945892214776,02122024_0658_Generated,OptimalTimestamp,70.17705410778522
R_8nt5wvzxZyTZDEZ,674efe52-5750-800d-87ba-926471fc38cd,1733192760.0,1733230162.612163,37402.612163066864,623.3768693844478,10.389614489740795,03122024_0226_Generated,OptimalTimestamp,89.6103855102592
R_2IPE98MlYuzInuN,674eff08-3f7c-8005-95da-42bb850b3067,1733192760.0,1733230344.552841,37584.552840948105,626.4092140158017,10.440153566930029,03122024_0226_Generated,OptimalTimestamp,89.55984643306996
R_2NsubXR8LhZD6LH,674eff1e-a248-8002-8f17-456722d4a36b,1733192760.0,1733230366.9161,37606.91610002518,626.7819350004196,10.446365583340327,03122024_0226_Generated,OptimalTimestamp,89.55363441665968
R_2WlEj9bv8fbg2Mp,674f002b-ee88-8012-8b17-5672b9ef05dc,1733192760.0,1733230636.631286,37876.63128590584,631.2771880984307,10.521286468307178,03122024_0226_Generated,OptimalTimestamp,89.47871353169282
R_20Pcee3winLwPvf,674f0072-bbe4-8013-8c53-894a492b8567,1733192760.0,1733230706.977008,37946.977008104324,632.4496168017388,10.540826946695645,03122024_0226_Generated,OptimalTimestamp,89.45917305330435
R_2G8vfS5DY1dgNSj,674f009d-2098-800e-afec-4d08c111242c,1733192760.0,1733230749.391095,37989.39109492302,633.156518248717,10.552608637478617,03122024_0226_Generated,OptimalTimestamp,89.44739136252139
R_2hNfDt58u49xkIh,674f00a2-734c-8007-b204-ad33a44e0035,1733192760.0,1733230754.641062,37994.641062021255,633.2440177003542,10.554066961672572,03122024_0226_Generated,OptimalTimestamp,89.44593303832742
R_89xi5k2HqzeKlxL,674f00a7-21ec-8008-9857-714f03272028,1733192760.0,1733230760.094348,38000.0943479538,633.3349057992299,10.555581763320498,03122024_0226_Generated,OptimalTimestamp,89.4444182366795
R_8wuBOMGVzzH8pb3,674f00ae-3648-8005-bba1-35a4c549ce40,1733192760.0,1733230766.502587,38006.50258708,633.4417097846667,10.557361829744446,03122024_0226_Generated,OptimalTimestamp,89.44263817025555
R_80W9fsTDlF9qwE1,674f00c5-cca4-8008-aac3-eab4794a7493,1733192760.0,1733230790.114903,38030.114902973175,633.8352483828862,10.563920806381438,03122024_0226_Generated,OptimalTimestamp,89.43607919361857
R_8JamVvdezen9DIB,674f00ca-67e0-8012-afcb-c3ff1beb6ad1,1733192760.0,1733230794.707367,38034.70736694336,633.911789449056,10.5651964908176,03122024_0226_Generated,OptimalTimestamp,89.4348035091824
R_21QQA4gsTwDL8Oa,674f00d0-b794-8008-a2ba-d8837b71519f,1733192760.0,1733230801.031833,38041.031832933426,634.0171972155571,10.566953286925951,03122024_0226_Generated,OptimalTimestamp,89.43304671307405
R_2CU9FSlQcMasje1,674f0141-ed04-8012-b938-852651150d4a,1733192760.0,1733230914.227436,38154.227436065674,635.9037906010946,10.598396510018242,03122024_0226_Generated,OptimalTimestamp,89.40160348998175
R_8aXdVWeeRPiIY3v,674f0155-3814-8005-83c1-f9839e761850,1733192760.0,1733230934.56496,38174.5649600029,636.2427493333817,10.604045822223027,03122024_0226_Generated,OptimalTimestamp,89.39595417777697
R_2Hp64jFL9wJvilV,674f017c-4e30-8008-a233-64ac198ef8c7,1733192760.0,1733230973.005296,38213.0052959919,636.883421599865,10.614723693331083,03122024_0226_Generated,OptimalTimestamp,89.38527630666891
R_2HcFKra4XYt3kKB,674f01a0-7578-8010-ba47-7fe2dd5b82c4,1733192760.0,1733231008.905484,38248.905483961105,637.4817580660184,10.624695967766973,03122024_0226_Generated,OptimalTimestamp,89.37530403223303
R_8RiqfZnBGKUyxyx,674f01f4-f358-800c-b30e-c1a248c02133,1733192760.0,1733231093.182802,38333.1828019619,638.8863800326983,10.648106333878305,03122024_0226_Generated,OptimalTimestamp,89.3518936661217
R_8v1zzh1XTJu1TsI,674f0313-1700-800c-bc01-d49531b1e15f,1733192760.0,1733231379.313571,38619.31357097626,643.6552261829377,10.727587103048961,03122024_0226_Generated,OptimalTimestamp,89.27241289695104
R_8esp0TKphxWLke6,674f0364-2d00-8008-b0fd-be15aa9275c3,1733192760.0,1733231460.366289,38700.366288900375,645.0061048150062,10.750101746916771,03122024_0226_Generated,OptimalTimestamp,89.24989825308323
R_2rokfxjCacAzD14,674f0e23-f450-8005-8359-8542ad9368bc,1733192760.0,1733234212.683819,41452.68381905556,690.8780636509259,11.5146343941821,03122024_0226_Generated,OptimalTimestamp,88.4853656058179
