participant_number,ResponseId,has_conversation,conversation_id,UserID,MatchMethod,data_status,treatment,testscore,MessageCount,ConversationDurationMinutes,Session,start_time_unix
447,R_2IRUwPwxweseXfl,True,67506105-82e0-8012-a877-4739ea06cc11,Generated_04122024_1502,PromptData,Recovered from promptdata,Control,,6.0,2.230258667469025,Unknown Session,1733303400.0
448,R_2dGHH22TJOeuY6p,True,675072f1-aac4-800e-99b0-57fe7e8c1c21,Generated_04122024_1619,PromptData,Recovered from promptdata,Control,10.0,6.0,5.464119497934977,Unknown Session,1733307600.0
449,R_2KPm8ZKzPOLKVkt,False,,,,No conversation data,Control,8.0,0.0,0.0,,
450,R_2k1ujTNGsfSto9y,True,6751c657-1aa0-800d-9812-236f748d8f31,,Timestamp,Duplicate,Control,9.0,13.0,0.0,Unknown Session,1733385240.0
451,R_8YxM21dWOy52cIV,True,67518181-d288-8008-86e1-b883e957268e,Generated_05122024_1133,PromptData,Recovered from promptdata,Control,7.0,4.0,0.0880537827809651,Unknown Session,1733390160.0
452,R_8qkylSKLZxexxeN,False,,,,No conversation data,Control,10.0,0.0,0.0,,
453,R_81MDAtRBFJv8Q3U,False,,AutoID_BFJv8Q3U,,Missing conversation,Control,11.0,0.0,0.0,Session 1,1732769940.0
454,R_8pKbjDqWlXRFrA2,False,,,,No conversation data,Control,9.0,0.0,0.0,,
455,R_2ty5qZrz4TrEl8Z,False,,,,No conversation data,Control,11.0,0.0,0.0,,
456,R_2JrXocJuioWUqms,True,674f446a-adb8-8012-b8cb-6fc1d66e7443,,Timestamp,Duplicate,Control,11.0,73.0,0.0,Unknown Session,1733207820.0
457,R_8En0jGtCK6qhjAG,True,674eda77-ed70-8009-a559-1b3a655d0301,Generated_03122024_1116,PromptData,Recovered from promptdata,Control,6.0,26.0,19.792059818903606,Unknown Session,1733212380.0
458,R_8PgHiqSa1E67IN8,True,674f2642-1878-8013-86e8-de911110213f,Generated_03122024_1639,PromptData,Recovered from promptdata,Control,8.0,2.0,0.0140609502792358,Unknown Session,1733216880.0
459,R_2wt6uB8TuCInl7b,True,674f1434-518c-800e-817a-ba555304ea7c,Generated_03122024_1522,PromptData,Recovered from promptdata,Control,8.0,2.0,0.080948531627655,Unknown Session,1733221500.0
460,R_208DZoTvPHlJ1RX,True,67502ea9-dc54-8010-b2d8-ea694edf9f3c,,Timestamp,Duplicate,Control,8.0,22.0,0.0,Unknown Session,1733279220.0
461,R_2ZNS8HsCLmB5EUV,False,,,,No conversation data,Control,9.0,0.0,0.0,,
462,R_2mkEZX34hwiSiSz,False,,,,No conversation data,Control,8.0,0.0,0.0,,
463,R_8YXRJf49vrFqNWx,True,675084b1-6470-8005-a7c2-d6e09f7aba9e,,Timestamp,Duplicate,Control,3.0,9.0,0.0,Unknown Session,1733294160.0
464,R_2n9hSCUMDNG9qMD,False,,,,No conversation data,Control,8.0,0.0,0.0,,
465,R_89WctOcPECzzJVT,True,6750943f-9ff0-8012-8822-5d7109720cea,Generated_04122024_1841,PromptData,Recovered from promptdata,Control,10.0,50.0,25.190930700302125,Unknown Session,1733303400.0
466,R_8gNGFlkydMIM6iH,True,67517e13-1904-8012-a7e8-2a39232af4c3,,Timestamp,Duplicate,Control,7.0,20.0,0.0,Unknown Session,1733366340.0
467,R_8oSd4LTkRUXYFHq,True,67517f0f-a154-8010-adc4-0af2eb622e66,Generated_05122024_1123,PromptData,Recovered from promptdata,Control,8.0,26.0,13.643899548053742,Unknown Session,1733385240.0
468,R_2EsdNhwmGwStrCA,False,,,,No conversation data,Control,6.0,0.0,0.0,,
469,R_2qnnHd3C995YD1D,False,,AutoID_C995YD1D,,Missing conversation,Control,5.0,0.0,0.0,Session 1,1732769940.0
470,R_8OdedU6aM559xQd,True,674edca8-7b48-800c-8a6a-03f593c1306a,,Timestamp,Duplicate,Control,8.0,16.0,0.0,Unknown Session,1733192760.0
471,R_2urcGBclQxr4idP,False,,,,No conversation data,Control,9.0,0.0,0.0,,
472,R_2hTlq898m3bI9YI,False,,,,No conversation data,Control,8.0,0.0,0.0,,
473,R_80YhI7hkSU6T3CP,True,674f3329-4194-8012-9a83-547749411f84,,Timestamp,Duplicate,Control,8.0,48.0,0.0,Unknown Session,1733207820.0
474,R_8n3mh8IEdAZm92a,True,674da4e4-ee00-8009-9d26-98c351663e12,Generated_02122024_1315,PromptData,Recovered from promptdata,Control,6.0,69.0,18.648652120431265,Unknown Session,1733212380.0
475,R_8mhdP6CyIU8WEgN,True,674f0f1a-bdd4-8013-add0-2f0d8ba99146,Generated_03122024_1500,PromptData,Recovered from promptdata,Control,9.0,36.0,12.68774146636327,Unknown Session,1733216880.0
476,R_2xVkum1kdyE7pLx,True,674f009d-2098-800e-afec-4d08c111242c,Generated_03122024_1359,PromptData,Recovered from promptdata,Control,,22.0,11.12850468158722,Unknown Session,1733221500.0
477,R_2Myusren8MG4757,False,,,,No conversation data,Control,8.0,0.0,0.0,,
478,R_8R9pC38a9gJdzTl,False,,,,No conversation data,Control,8.0,0.0,0.0,,
479,R_2nPUBmftSMSznZD,False,,,,No conversation data,Control,9.0,0.0,0.0,,
480,R_8ZTwe32nrTweQVl,False,,,,No conversation data,Control,8.0,0.0,0.0,,
481,R_2EF42HDgtOQxAiI,True,67505069-1d8c-8008-a9b8-0ac732c5f8e3,Generated_04122024_1351,PromptData,Recovered from promptdata,Control,10.0,34.0,18.81884298324585,Unknown Session,1733298960.0
482,R_8VWI4HezWPs2f05,True,675087a2-a574-8012-945a-595f1aaeeb2d,Generated_04122024_1747,PromptData,Recovered from promptdata,Control,10.0,12.0,4.189482049147288,Unknown Session,1733303400.0
483,R_83wHZKkSPlfRc89,False,,,,No conversation data,Control,10.0,0.0,0.0,,
484,R_8oCa3r9CHLKGD8i,False,,,,No conversation data,Control,11.0,0.0,0.0,,
485,R_2LvxqPv2vr55MN9,True,6751d622-5e60-8008-9f27-4fa8a6609445,Generated_05122024_1734,PromptData,Recovered from promptdata,Control,8.0,52.0,22.82940444946289,Unknown Session,1733390160.0
486,R_8Wai7DpJtvLPrNf,False,,,,No conversation data,Control,11.0,0.0,0.0,,
487,R_2LXNfTdzI1qkRKp,False,,AutoID_zI1qkRKp,,Missing conversation,Control,6.0,0.0,0.0,Session 1,1732769940.0
488,R_8CFxANC85q5otax,True,674da459-1424-8005-b712-9a1b27814535,Generated_02122024_1313,PromptData,Recovered from promptdata,Control,8.0,76.0,19.79195679823557,Unknown Session,1733112600.0
489,R_8pTTRcCUUhS5TDH,False,,,,No conversation data,Control,9.0,0.0,0.0,,
490,R_2cTCwoGdIN4g5Nl,False,,,,No conversation data,Control,6.0,0.0,0.0,,
491,R_8CdDHgLRZS3Dz4l,False,,,,No conversation data,Control,8.0,0.0,0.0,,
492,R_27dNoKMyQVtxO0q,False,,,,No conversation data,Control,2.0,0.0,0.0,,
493,R_8purCG9oK68vkZP,True,674f465c-fa58-8005-a894-dca15fd44a29,Generated_03122024_1856,PromptData,Recovered from promptdata,Control,10.0,2.0,0.0743242343266805,Unknown Session,1733212380.0
494,R_27st177KTqr6NU5,True,674f0072-bbe4-8013-8c53-894a492b8567,Generated_03122024_1358,PromptData,Recovered from promptdata,Control,10.0,22.0,13.433180503050488,Unknown Session,1733216880.0
495,R_2pmXYMLknxtVcyb,True,674eecb4-944c-800e-999a-691db58c1d1e,Generated_03122024_1234,PromptData,Recovered from promptdata,Control,9.0,45.0,17.807589447498323,Unknown Session,1733221500.0
496,R_2zdcJbyfVO7kRGh,False,,,,No conversation data,Control,8.0,0.0,0.0,,
497,R_80ZtD40wP3ItUrh,False,,,,No conversation data,Control,2.0,0.0,0.0,,
498,R_8PoLy8scMlZrsdo,False,,,,No conversation data,Control,11.0,0.0,0.0,,
499,R_8B2KBdzvmuP45Q2,False,,,,No conversation data,Control,8.0,0.0,0.0,,
500,R_8cbaPl7MRdOxheO,False,,,,No conversation data,Control,8.0,0.0,0.0,,
501,R_2JEZBTEcw4mJVlV,True,6750750f-0f20-8012-b80b-9035766db89c,Generated_04122024_1628,PromptData,Recovered from promptdata,Control,8.0,4.0,0.1134844819704691,Unknown Session,1733303400.0
502,R_2Pdnd6bKm1jZF17,True,67506146-7dc0-800e-b6a7-a70abd56437c,Generated_04122024_1503,PromptData,Recovered from promptdata,Control,6.0,42.0,12.8631476521492,Unknown Session,1733307600.0
503,R_8tAnHIWHCZkVKQE,False,,,,No conversation data,Control,8.0,0.0,0.0,,
504,R_2pmbN49kWzDBJXH,True,6751c410-6dbc-8008-8b11-eddcaeeab736,Generated_05122024_1617,PromptData,Recovered from promptdata,Control,10.0,24.0,17.59642666975657,Unknown Session,1733390160.0
505,R_8eFvjN6kbfuGmwz,False,,,,No conversation data,Control,7.0,0.0,0.0,,
506,R_2pWcpDrHA4jyEmY,True,674861b0-3b10-8007-b71d-5cc92f8a90f9,Generated_28112024_1327,PromptData,Recovered from promptdata,Control,9.0,45.0,16.106230302651724,Session 1,1732770360.0
507,R_2IQpl4XWeCCizE0,False,,,,No conversation data,Control,9.0,0.0,0.0,,
508,R_8v1zzh1XTJu1TsI,False,,,,No conversation data,Control,7.0,0.0,0.0,,
509,R_2qERuXFUEA8U2kw,True,674f00ca-67e0-8012-afcb-c3ff1beb6ad1,,Timestamp,Complete,Control,7.0,33.0,0.0,Unknown Session,1733199180.0
510,R_2sdcKrRCZNxuoqX,False,,,,No conversation data,Control,5.0,0.0,0.0,,
511,R_8l3vWfYDKn9pYtw,False,,,,No conversation data,Control,9.0,0.0,0.0,,
512,R_8aykUkVkxS42AzP,True,674f0155-3814-8005-83c1-f9839e761850,Generated_03122024_1402,PromptData,Recovered from promptdata,Control,11.0,10.0,12.080318550268808,Unknown Session,1733212380.0
513,R_2gF4x1YB5DztTmV,True,674eed5d-c0a8-8013-8c85-637b49e17a57,Generated_03122024_1237,PromptData,Recovered from promptdata,Control,9.0,35.0,12.376221136252086,Unknown Session,1733216880.0
514,R_8ha6ZVW6QMiN0pK,True,674f46c9-7818-8002-9686-b8b8c1e64e5a,Generated_03122024_1858,PromptData,Recovered from promptdata,Control,10.0,6.0,4.270820415019989,Unknown Session,1733221500.0
515,R_2jBd1qNxBEYs3F9,True,67502ec8-82f0-800d-8a37-12050f4b1b9b,,Timestamp,Duplicate,Control,8.0,16.0,0.0,Unknown Session,1733279220.0
516,R_2yN8v2LqqTdkyKl,False,,,,No conversation data,Control,6.0,0.0,0.0,,
517,R_8kiYSGuwQWpqUrk,False,,,,No conversation data,Control,8.0,0.0,0.0,,
518,R_2P4w0Cz17dCvnh0,False,,,,No conversation data,Control,10.0,0.0,0.0,,
519,R_2ghdFpN9F0a1zP2,False,,,,No conversation data,Control,10.0,0.0,0.0,,
520,R_2yswPq1NyOcpelO,True,67505457-b44c-8012-a342-746116ceb0e0,Generated_04122024_1408,PromptData,Recovered from promptdata,Control,8.0,4.0,0.7344968318939209,Unknown Session,1733303400.0
521,R_2IKiR2a1mXUMsDf,True,675053e5-19cc-800e-8d5f-eb3994efb5da,Generated_04122024_1406,PromptData,Recovered from promptdata,Control,8.0,2.0,0.1422393321990966,Unknown Session,1733307600.0
522,R_8D7P7SinXxvbYaQ,False,,,,No conversation data,Control,7.0,0.0,0.0,,
523,R_8fcGK8GlBXkD70d,False,,,,No conversation data,Control,8.0,0.0,0.0,,
524,R_8HhjOWYe51N2WJE,True,67518181-ebcc-8008-8713-202feec43ad6,Generated_05122024_1133,PromptData,Recovered from promptdata,Control,6.0,22.0,6.125473515192668,Unknown Session,1733390160.0
525,R_8ea29M7H225WKEs,False,,,,No conversation data,Control,8.0,0.0,0.0,,
526,R_84CtwNacDxM9twD,True,67486167-eb50-8012-87b0-b6efa6917ac2,Generated_28112024_1326,PromptData,Recovered from promptdata,Control,9.0,40.0,15.421157201131184,Session 1,1732770300.0
527,R_2HcFKra4XYt3kKB,False,,,,No conversation data,Control,9.0,0.0,0.0,,
528,R_8QY5iCwjHjrVSoP,True,674f009d-2098-800e-afec-4d08c111242c,,Timestamp,Duplicate,Control,9.0,24.0,0.0,Unknown Session,1733199180.0
529,R_8YDEG5RNMG6cNtB,False,,,,No conversation data,Control,8.0,0.0,0.0,,
530,R_8qWFjRSAvejpHTZ,False,,,,No conversation data,Control,9.0,0.0,0.0,,
531,R_8gTKgPiy6VtiYE8,True,674f32df-aae8-8005-a63b-212b5ac98964,Generated_03122024_1733,PromptData,Recovered from promptdata,Control,12.0,42.0,14.439259966214498,Unknown Session,1733212380.0
532,R_2eysZM5c8d7f1xT,True,674eddfa-88ec-8013-b8d0-1bd24cee2b97,Generated_03122024_1131,PromptData,Recovered from promptdata,Control,9.0,16.0,5.082406834761302,Unknown Session,1733216880.0
533,R_8LiebpyRygCrrq0,True,674f3527-9c50-8002-9cac-4adaacd30e53,Generated_03122024_1743,PromptData,Recovered from promptdata,Control,11.0,12.0,7.8927078485488895,Unknown Session,1733221500.0
534,R_229WpdhUSUUkaRI,True,6750324e-32d0-8012-b51f-4675e4c1e33a,,Timestamp,Duplicate,Control,11.0,19.0,0.0,Unknown Session,1733279220.0
535,R_2hfPJoz8F9ewxNL,True,67504ca7-f30c-8009-a5e2-dbfcbb0563f1,,Timestamp,Duplicate,Control,6.0,3.0,0.0,Unknown Session,1733285520.0
536,R_28HcTYhqyZ07qpy,True,675054c2-319c-8012-a01c-54c697c6220e,,Timestamp,Duplicate,Control,9.0,3.0,0.0,Unknown Session,1733290020.0
537,R_2hG9slS4e4UXbZh,False,,,,No conversation data,Control,7.0,0.0,0.0,,
538,R_81hFjo2XXEiYfqM,True,67508782-f744-800c-a42d-0d3fc57c2aa2,,Timestamp,Duplicate,Control,7.0,10.0,0.0,Unknown Session,1733298960.0
539,R_263X1Ks7mtHVRlT,True,67505123-4af8-8012-9ec5-bf8dda049d8c,Generated_04122024_1354,PromptData,Recovered from promptdata,Control,10.0,4.0,3.4087252179781595,Unknown Session,1733303400.0
540,R_8dgifdcS4bkU37n,True,675041a1-3c58-800e-8528-b93398c30474,Generated_04122024_1248,PromptData,Recovered from promptdata,Control,12.0,22.0,12.35036770105362,Unknown Session,1733307600.0
541,R_2AxORAAq56K0Oqt,False,,,,No conversation data,Control,8.0,0.0,0.0,,
542,R_2DCbx70ILLK2HKh,False,,,,No conversation data,Control,4.0,0.0,0.0,,
543,R_8LgR0asMWy2SeqR,True,6751d873-96a8-8008-a582-db1654bcc950,Generated_05122024_1744,PromptData,Recovered from promptdata,Control,7.0,20.0,10.729574147860207,Unknown Session,1733390160.0
544,R_8Dbxi4w1mbXIcN0,False,,,,No conversation data,Control,4.0,0.0,0.0,,
545,R_2zNpXqyudCh2xpK,True,67486389-79f8-8005-88b4-ab4922b5cb23,Generated_28112024_1335,PromptData,Recovered from promptdata,Control,8.0,12.0,9.236971600850422,Session 1,1732770360.0
546,R_84jhNGlO9bqdExD,False,,,,No conversation data,Control,9.0,0.0,0.0,,
547,R_2tnXHJ4ZgD50lor,False,,,,No conversation data,Control,9.0,0.0,0.0,,
548,R_8BJIWX5dWMxU9cR,False,,,,No conversation data,Control,5.0,0.0,0.0,,
549,R_8vdCn2oioivTyw0,False,,,,No conversation data,Control,6.0,0.0,0.0,,
550,R_8ibzjBsWILCadnN,True,674f22c4-6c88-8005-b2f7-9dc93c08ee41,Generated_03122024_1624,PromptData,Recovered from promptdata,Control,9.0,13.0,9.047414032618205,Unknown Session,1733212380.0
551,R_25TkblYxkdHeiOd,True,674f44c9-0bac-8008-9326-dd0d9c9772b8,Generated_03122024_1850,PromptData,Recovered from promptdata,Control,9.0,10.0,3.378067147731781,Unknown Session,1733216880.0
552,R_8dvsXZarS3qCLw5,True,674f23ae-c04c-8002-b5b2-9dec1f5889e9,Generated_03122024_1628,PromptData,Recovered from promptdata,Control,8.0,15.0,9.925089263916016,Unknown Session,1733221500.0
553,R_2PCqHz2IHfDtofD,False,,,,No conversation data,Control,10.0,0.0,0.0,,
554,R_2VsYi08yMO4eEJ9,True,675047be-3f00-800d-84fc-16cd6c0ea217,,Timestamp,Duplicate,Control,5.0,13.0,0.0,Unknown Session,1733285520.0
555,R_2erg7lNxths2j33,True,67505d75-bfdc-8012-9574-ad906ae1793b,,Timestamp,Duplicate,Control,8.0,78.0,0.0,Unknown Session,1733290020.0
556,R_2SzxErXDfQCdWRr,False,,,,No conversation data,Control,9.0,0.0,0.0,,
557,R_2PyGEiyA0j8xxgL,False,,,,No conversation data,Control,10.0,0.0,0.0,,
558,R_2qfLDHU1z4vdd3H,True,67504123-b870-8012-83db-a7b7904ab247,Generated_04122024_1246,PromptData,Recovered from promptdata,Control,6.0,26.0,15.315124714374544,Unknown Session,1733303400.0
559,R_2GAGWTD8Lw2IJOW,False,,,,No conversation data,Control,6.0,0.0,0.0,,
560,R_8mhgTfBQRKOHOIZ,False,,,,No conversation data,Control,7.0,0.0,0.0,,
561,R_2jpqy0FMvbpn55W,False,,,,No conversation data,Control,9.0,0.0,0.0,,
562,R_2U5TmDgdOBoEhHb,False,,,,No conversation data,Control,6.0,0.0,0.0,,
563,R_2Qy10cqgLCkwswa,True,674f248a-09cc-800c-98d1-638ef36f9310,,Timestamp,Duplicate,Control,7.0,6.0,0.0,Unknown Session,1733203260.0
564,R_8diUly09cmkAB8m,False,,,,No conversation data,Control,10.0,0.0,0.0,,
565,R_87g7p1EZQ2WQXux,True,674f0e23-f450-8005-8359-8542ad9368bc,Generated_03122024_1456,PromptData,Recovered from promptdata,Control,7.0,62.0,20.297920902570088,Unknown Session,1733212380.0
566,R_8WWnc9Is93S4kpj,True,674f3849-26e8-8008-84c1-a2210f38a1fc,Generated_03122024_1756,PromptData,Recovered from promptdata,Control,5.0,4.0,4.019294881820679,Unknown Session,1733216880.0
567,R_8QOojw4pDEjlmCZ,True,674f1176-2f50-8002-a787-baa1bd721b77,Generated_03122024_1511,PromptData,Recovered from promptdata,Control,9.0,20.0,11.829848198095958,Unknown Session,1733221500.0
568,R_2DvcnA2OuNqe6Ih,False,,,,No conversation data,Control,7.0,0.0,0.0,,
569,R_815VoCbDxuk7upS,True,67504efe-0f40-8008-b400-87cbff0a7cc0,,Timestamp,Duplicate,Control,7.0,69.0,0.0,Unknown Session,1733285520.0
570,R_2adweihzRvHxWtr,True,67505f34-e510-8008-b48c-c492399446cb,,Timestamp,Duplicate,Control,7.0,34.0,0.0,Unknown Session,1733290020.0
571,R_2xJFAb38ed3fgFU,True,675078b3-1234-800c-89e9-d8c61d68d8ba,,Timestamp,Duplicate,Control,9.0,10.0,0.0,Unknown Session,1733294160.0
572,R_2R1IEAmsTVerayj,False,,,,No conversation data,Control,9.0,0.0,0.0,,
573,R_2tTUHuDvHjbXP8t,True,67502e46-1074-8012-b7c2-417dcae3c523,Generated_04122024_1126,PromptData,Recovered from promptdata,Control,4.0,64.0,18.089259699980417,Unknown Session,1733303400.0
574,R_8Bs4bhEt1qw8tqL,False,,,,No conversation data,Control,9.0,0.0,0.0,,
575,R_2KjWKmYkc7liKHc,True,6751d546-7824-8012-acd2-2041e145e547,,Timestamp,Duplicate,Control,6.0,36.0,0.0,Unknown Session,1733385240.0
576,R_8JamVvdezen9DIB,False,,,,No conversation data,Control,9.0,0.0,0.0,,
577,R_8JVnfa3jvFCYR4L,False,,,,No conversation data,Control,9.0,0.0,0.0,,
578,R_2gi1CMEnMrSWJOi,True,674f31fe-08fc-8012-b075-876b868b0f56,,Timestamp,Duplicate,Control,9.0,42.0,0.0,Unknown Session,1733203260.0
579,R_8yMtt5m4dJ7k5RT,False,,,,No conversation data,Control,8.0,0.0,0.0,,
580,R_8Jy0iJjOuFKL48t,True,674f4907-3f7c-8012-a220-1f20ce664120,,Timestamp,Complete,Control,10.0,7.0,0.0,Unknown Session,1733212380.0
581,R_81MglybDTZob0p7,True,674f248f-c2e0-8008-aebd-de781e5a8c92,Generated_03122024_1632,PromptData,Recovered from promptdata,Control,8.0,25.0,7.560756933689118,Unknown Session,1733216880.0
582,R_8CKGZ7G579uv0eB,True,674eff1e-a248-8002-8f17-456722d4a36b,Generated_03122024_1352,PromptData,Recovered from promptdata,Control,10.0,6.0,9.931383816401164,Unknown Session,1733221500.0
583,R_2LiTRTNpoiTjh97,False,,,,No conversation data,Control,7.0,0.0,0.0,,
584,R_20oTsYBJ6xa0LCX,False,,,,No conversation data,Control,7.0,0.0,0.0,,
585,R_2hxNn5PwMk7IqRD,True,67506550-fd24-8008-83e4-989c090969d0,,Timestamp,Duplicate,Control,8.0,3.0,0.0,Unknown Session,1733290020.0
586,R_2IH3f8rtNAm7CRE,False,,,,No conversation data,Control,7.0,0.0,0.0,,
587,R_20T3RSb4nozGDA1,False,,,,No conversation data,Control,7.0,0.0,0.0,,
588,R_2dp96aQ3samgVGo,True,675097d2-5e00-8013-b7cd-151571497557,Generated_04122024_1856,PromptData,Recovered from promptdata,Control,9.0,14.0,9.68577659924825,Unknown Session,1733303400.0
589,R_2YnwWsq1L2UPplf,True,67502ed5-4ed4-800e-afb6-8a2d3fc852e5,Generated_04122024_1128,PromptData,Recovered from promptdata,Control,6.0,44.0,14.74464706579844,Unknown Session,1733307600.0
590,R_8S3Rp6F4UAGkPu1,False,,,,No conversation data,Control,6.0,0.0,0.0,,
591,R_8c588KWUzIUA5k5,False,,,,No conversation data,Control,5.0,0.0,0.0,,
592,R_233TAD0LQmtYBQW,True,6751c4e2-9e7c-8008-ade1-815668b77369,Generated_05122024_1621,PromptData,Recovered from promptdata,Control,10.0,16.0,9.858129898707071,Unknown Session,1733390160.0
593,R_2rokfxjCacAzD14,False,,,,No conversation data,Control,7.0,0.0,0.0,,
594,R_8EpcA3enrbWIko0,True,674f0f18-e508-800c-9965-827afa850708,,Timestamp,Complete,Control,9.0,39.0,0.0,Unknown Session,1733199480.0
595,R_2T7v93IeCW4hWjn,True,674f146a-4a90-8012-a43b-d630b332f275,,Timestamp,Duplicate,Control,7.0,21.0,0.0,Unknown Session,1733203260.0
596,R_2E0LlrcpqnEjRPq,False,,,,No conversation data,Control,6.0,0.0,0.0,,
597,R_2YlCRgd0scw99IQ,True,674eed2c-3014-8005-bb36-5940bcaee158,Generated_03122024_1236,PromptData,Recovered from promptdata,Control,10.0,16.0,9.791921416918436,Unknown Session,1733212380.0
598,R_2VsReUn0ISSgfQX,True,674f104d-7da4-8008-ae29-91ff20c4c3be,Generated_03122024_1506,PromptData,Recovered from promptdata,Control,9.0,20.0,16.119174083073933,Unknown Session,1733216880.0
599,R_82rRAaQlw3zg3Wm,True,675029e7-5af8-8008-9b14-0cf8a867eab3,,Timestamp,Duplicate,Control,4.0,3.0,0.0,Unknown Session,1733279220.0
600,R_2NaAY24sZSFN93s,False,,,,No conversation data,Control,9.0,0.0,0.0,,
601,R_2dQG26ELCafff0t,False,,,,No conversation data,Control,1.0,0.0,0.0,,
602,R_8eE3TRA88c2VZYK,True,67508494-b510-8013-a467-b1eb79c20339,Generated_04122024_1734,PromptData,Recovered from promptdata,Control,8.0,38.0,17.768537533283233,Unknown Session,1733303400.0
603,R_8ML5MX91ihgE0Eh,True,67509668-e394-8002-bd5f-5d5780a66f37,Generated_04122024_1850,PromptData,Recovered from promptdata,Control,9.0,12.0,9.507014950116476,Unknown Session,1733307600.0
604,R_2OMQhsJYmz9k0uZ,False,,,,No conversation data,Control,9.0,0.0,0.0,,
